Serial No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
237,Honda City i-VTEC V,"San Jose, CA",2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13811.76 USD,3.87
238,Hyundai i20 1.2 Magna Executive,"Dallas, TX",2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.27
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,"Dallas, TX",2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,18.12
240,Chevrolet Beat Diesel LT,"San Jose, CA",2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65
241,Hyundai i20 Sportz 1.4 CRDi,"Phoenix, AZ",2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.2
242,Toyota Innova 2.5 Z Diesel 7 Seater,"San Jose, CA",2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,14.3
243,Maruti Ertiga VDI,"San Antonio, TX",2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.9
244,Toyota Innova 2.5 V Diesel 7-seater,"Houston, TX",2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.75
245,Hyundai Santro Xing XO eRLX Euro II,"San Jose, CA",2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,,0.95
246,Honda City i VTEC V,"San Diego, CA",2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.09
247,BMW X1 sDrive20d,"San Antonio, TX",2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,18.5
248,Hyundai Grand i10 CRDi Era,"Philadelphia, PA",2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.75
249,Maruti Ciaz 1.3 Alpha,"Philadelphia, PA",2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.45
250,Skoda Rapid Leisure 1.6 TDI MT,"Chicago, IL",2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,,3.5
251,Hyundai Accent CRDi,"San Jose, CA",2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1.8
252,Volkswagen Polo GT 1.5 TDI,"Houston, TX",2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,,3.7
253,Honda Jazz 1.2 VX i VTEC,"Los Angeles, CA",2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.17
254,Hyundai i10 Era,"San Antonio, TX",2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.75
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,"Dallas, TX",2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,,21.99
256,Toyota Innova Crysta 2.4 ZX MT,"Philadelphia, PA",2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,30023.53 USD,18.65
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,"Houston, TX",2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85
258,Maruti Swift VXI BSIV,"Dallas, TX",2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.95
259,Hyundai Grand i10 Magna,"Los Angeles, CA",2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75
260,Maruti Swift VDI,"Philadelphia, PA",2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.75
261,Hyundai Verna CRDi 1.6 SX,"New York, NY",2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,16552.94 USD,2.6
262,Hyundai Santro Xing XL,"New York, NY",2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.75
263,Hyundai i20 1.2 Sportz,"Philadelphia, PA",2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.8
264,Mercedes-Benz GLE 350d,"Los Angeles, CA",2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,111917.65 USD,61.29
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,"Houston, TX",2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,,18.0
266,Maruti Ritz ZDi,"Phoenix, AZ",2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.35
267,Hyundai Creta 1.6 CRDi SX,"Houston, TX",2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75
268,Maruti A-Star Vxi,"New York, NY",2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.0
269,Renault Duster 110PS Diesel RXZ Option,"New York, NY",2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,10.0
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),"Philadelphia, PA",2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,,1.65
271,BMW X3 xDrive30d M Sport,"San Jose, CA",2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.77
272,Hyundai i10 Sportz,"New York, NY",2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25
273,Toyota Innova 2.5 G4 Diesel 7-seater,"San Jose, CA",2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8
274,Maruti Zen VXI BSII,"San Diego, CA",2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55
275,Maruti Swift VDI,"Philadelphia, PA",2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.15
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,"San Antonio, TX",2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,7.0
277,Tata Zest Quadrajet 1.3 75PS XE,"San Antonio, TX",2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,9811.76 USD,3.75
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,"New York, NY",2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.5
279,Maruti Swift Dzire ZDI,"Los Angeles, CA",2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35
280,Maruti Alto 800 LXI,"Houston, TX",2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.26
281,Honda City 1.5 S MT,"Chicago, IL",2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21
282,Audi Q7 3.0 TDI Quattro Technology,"Dallas, TX",2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,70.36
283,Skoda Laura 1.9 TDI AT Ambiente,"Los Angeles, CA",2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95
284,Hyundai Verna 1.6 SX VTVT (O),"Phoenix, AZ",2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.28
285,Honda City 1.5 V AT,"San Jose, CA",2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.57
286,Hyundai i20 Magna Optional 1.4 CRDi,"Los Angeles, CA",2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3.11
287,Hyundai i20 Sportz AT 1.4,"Los Angeles, CA",2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.96
288,Volkswagen Vento Diesel Highline,"Houston, TX",2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.7
289,Honda City i VTEC VX,"San Diego, CA",2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.9
290,Tata Zest Quadrajet 1.3 75PS XE,"San Jose, CA",2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,9811.76 USD,5.25
291,BMW 5 Series 2003-2012 520d,"San Jose, CA",2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,28.0
292,Maruti Wagon R LXI Minor,"San Diego, CA",2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,,1.35
293,Honda Jazz VX,"New York, NY",2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,10411.76 USD,4.85
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,"New York, NY",2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,6.7
295,Hyundai i10 Magna 1.2,"San Antonio, TX",2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,"Houston, TX",2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,18.64
297,Hyundai i10 Magna 1.2 iTech SE,"New York, NY",2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8
298,Toyota Innova Crysta 2.4 ZX MT,"Houston, TX",2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,29882.35 USD,20.25
299,Audi A6 2011-2015 2.0 TDI Technology,"San Jose, CA",2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,26.78
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,"Phoenix, AZ",2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26
301,Volkswagen Polo Petrol Trendline 1.2L,"San Antonio, TX",2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.89
302,Maruti Alto K10 LXI,"Phoenix, AZ",2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1
303,Honda City i-VTEC CVT ZX,"Dallas, TX",2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,19611.76 USD,12.69
304,Tata Indigo LX,"Philadelphia, PA",2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,2.58
305,Audi A6 2011-2015 2.0 TDI Premium Plus,"Phoenix, AZ",2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.77
306,Mercedes-Benz GLA Class 200 CDI SPORT,"Philadelphia, PA",2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.26
307,Hyundai Santro Xing XL,"San Antonio, TX",2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,,1.5
308,Maruti Swift VDI BSIV,"Los Angeles, CA",2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,2.5
309,Maruti Celerio VXI AT,"Philadelphia, PA",2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25
310,Mercedes-Benz GLE 250d,"San Jose, CA",2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,93447.06 USD,57.0
311,Land Rover Range Rover HSE Dynamic,"Houston, TX",2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.0
312,Volkswagen Vento Diesel Trendline,"Chicago, IL",2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65
313,Maruti Omni 8 Seater BSIV,"San Diego, CA",2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.05
314,Honda Brio 1.2 VX MT,"San Jose, CA",2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,7788.24 USD,3.13
315,Tata Sumo Delux,"Phoenix, AZ",2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,,1.5
316,Tata Indica Vista Aura 1.3 Quadrajet,"Dallas, TX",2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.85
317,Maruti Wagon R LXI BS IV,"New York, NY",2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.65
318,Mahindra XUV500 W8 4WD,"San Jose, CA",2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6
319,Tata Indigo LS Dicor,"San Diego, CA",2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5.0,,1.25
320,Maruti Ertiga Paseo VXI,"Chicago, IL",2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,8.25
321,Honda Accord 2.4 A/T,"Dallas, TX",2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.45
322,Maruti Swift Dzire VDi,"Chicago, IL",2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.7
323,Ford Fiesta EXi 1.4 TDCi Ltd,"Phoenix, AZ",2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.8
324,Honda City ZX GXi,"Philadelphia, PA",2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,1.8
325,Audi A6 2011-2015 2.0 TDI Premium Plus,"Philadelphia, PA",2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.95
326,BMW 6 Series 640d Gran Coupe,"Los Angeles, CA",2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,,49.0
327,Audi Q7 45 TDI Quattro Technology,"Chicago, IL",2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,1.04 Cr,62.67
328,Maruti Zen Estilo LXI Green (CNG),"San Diego, CA",2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5.0,,1.4
329,Hyundai i20 1.4 CRDi Asta,"Dallas, TX",2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5
330,Hyundai i10 Sportz AT,"San Antonio, TX",2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.95
331,Honda Jazz 1.2 V CVT i VTEC,"Dallas, TX",2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86
332,Maruti Swift VDI BSIV,"Dallas, TX",2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.15
333,Hyundai i20 Asta 1.2,"Houston, TX",2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.3
334,Volkswagen Polo Petrol Comfortline 1.2L,"San Jose, CA",2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.55
335,Maruti Alto LXi,"Houston, TX",2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5
336,Toyota Corolla H4,"Dallas, TX",2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.5
337,Maruti Alto LXi,"San Antonio, TX",2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.4
338,Tata Manza ELAN Quadrajet BS IV,"Philadelphia, PA",2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.4
339,Maruti Alto LXi,"Dallas, TX",2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.25
340,Skoda Octavia Ambition Plus 2.0 TDI AT,"Chicago, IL",2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,7.5
341,Toyota Corolla H4,"San Antonio, TX",2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2.8
342,Hyundai i20 Asta Option 1.2,"New York, NY",2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66
343,Maruti Vitara Brezza LDi,"Houston, TX",2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10729.41 USD,7.15
344,Honda City 1.5 V MT,"Dallas, TX",2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5
345,Tata Indica Vista Aqua 1.3 Quadrajet,"Houston, TX",2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5.0,,3.5
346,Honda Amaze S i-Dtech,"San Diego, CA",2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.45
347,Hyundai EON D Lite Plus,"New York, NY",2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.55
348,BMW 3 Series Luxury Line,"Phoenix, AZ",2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,69023.53 USD,25.99
349,Hyundai Verna 1.6 SX,"San Jose, CA",2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.25
350,Tata Manza Club Class Quadrajet90 LS,"Houston, TX",2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,2.9
351,Skoda Octavia RS,"Los Angeles, CA",2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5.0,33376.47 USD,2.05
352,Maruti Alto K10 VXI,"Philadelphia, PA",2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,5270.59 USD,3.75
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,"Phoenix, AZ",2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.75
354,Chevrolet Spark 1.0 LS,"Dallas, TX",2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,,0.95
355,Jaguar XF 2.0 Diesel Portfolio,"San Diego, CA",2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5.0,85458.82 USD,52.0
356,Honda CR-V RVi MT,"Dallas, TX",2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5.0,,3.91
357,Skoda Superb L&K 1.8 TSI AT,"San Antonio, TX",2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,42529.41 USD,27.3
358,Hyundai i10 Magna 1.2,"New York, NY",2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.7
359,Maruti Swift LDI,"San Antonio, TX",2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.5
360,Maruti Swift Dzire VXi AT,"San Jose, CA",2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5.0,,6.2
361,Nissan Micra Diesel XV,"Philadelphia, PA",2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2.75
362,Maruti Swift Dzire Tour LDI,"New York, NY",2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.25
363,Ford Fiesta Classic 1.4 Duratorq CLXI,"San Diego, CA",2012,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,3.25
364,Maruti Zen LX,"New York, NY",2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,,0.65
365,Mini Clubman Cooper S,"Houston, TX",2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5.0,52458.82 USD,35.0
366,Toyota Etios GD,"Houston, TX",2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,,3.25
367,Maruti Alto 800 2016-2019 LXI,"Phoenix, AZ",2018,26200,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.9
368,Maruti Alto VXi,"New York, NY",2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,5.0,,2.9
369,BMW X5 3.0d,"Philadelphia, PA",2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5.0,,17.75
370,Nissan Teana XV,"Dallas, TX",2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5.0,,8.25
371,Hyundai Grand i10 AT Asta,"Dallas, TX",2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.77
372,Maruti Vitara Brezza ZDi Plus,"Los Angeles, CA",2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,14117.65 USD,9.49
373,Audi Q7 3.0 TDI Quattro Premium Plus,"Phoenix, AZ",2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.95
374,Mercedes-Benz GLA Class 200 CDI,"Chicago, IL",2015,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.0
375,Maruti 800 AC,"San Jose, CA",2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4.0,,1.0
376,Renault Duster 85PS Diesel RxL,"San Antonio, TX",2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,7.1
377,Toyota Corolla Altis D-4D GL,"Phoenix, AZ",2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,16.5
378,Mercedes-Benz New C-Class 220,"Chicago, IL",2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,26.0
379,Maruti Ritz VDi,"Chicago, IL",2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.2
380,Honda BRV i-VTEC V CVT,"San Antonio, TX",2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,17235.29 USD,9.48
381,Hyundai Xcent 1.1 CRDi Base,"New York, NY",2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.0
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,"Dallas, TX",2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,26.5
383,Mercedes-Benz B Class B180,"Los Angeles, CA",2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.77
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,"San Jose, CA",2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,37.0
385,Honda City i VTEC VX Option,"Los Angeles, CA",2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.75
386,Hyundai Santro Xing XL eRLX Euro III,"Dallas, TX",2007,50958,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,1.95
387,Honda City 1.5 S MT,"New York, NY",2011,93982,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.75
388,Hyundai Verna Transform VTVT,"Los Angeles, CA",2010,95000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,,2.5
389,Jaguar XE Portfolio,"Philadelphia, PA",2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5.0,63200.00 USD,34.5
390,Honda Amaze S i-Vtech,"San Diego, CA",2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.65
391,Mini Cooper Convertible 1.6,"New York, NY",2015,20000,Petrol,Automatic,First,18.86 kmpl,1598 CC,122 bhp,4.0,,32.0
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,"Phoenix, AZ",2017,56451,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,,62.81
393,Hyundai EON Magna Plus,"Chicago, IL",2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.25
394,Maruti Wagon R VXI BS IV,"San Jose, CA",2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.1
395,Maruti Ritz LDi,"Dallas, TX",2011,90207,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.91
396,BMW 3 Series 320d Sedan,"San Antonio, TX",2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,11.0
397,Tata Xenon XT EX 4X2,"San Diego, CA",2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5.0,,3.5
398,Audi A3 35 TDI Attraction,"Houston, TX",2014,79271,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,,16.5
399,Land Rover Range Rover 2.2L Dynamic,"Los Angeles, CA",2012,56000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,30.0
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,"San Jose, CA",2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,224 bhp,7.0,,28.0
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,"Phoenix, AZ",2018,12000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,39894.12 USD,28.0
402,Maruti Alto LX,"New York, NY",2010,125000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,0.92
403,Maruti Wagon R LXI BSIII,"Phoenix, AZ",2013,53000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5.0,,2.75
404,Land Rover Range Rover 2.2L Prestige,"Phoenix, AZ",2017,34990,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,53.83
405,Hyundai Verna 1.6 SX VTVT,"Phoenix, AZ",2011,49768,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.95
406,BMW 5 Series 525d Sedan,"New York, NY",2013,56000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5.0,,33.5
407,Jaguar XF Diesel,"Chicago, IL",2013,75000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,27.95
408,Skoda Superb Elegance 1.8 TSI AT,"Phoenix, AZ",2010,57000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,7.25
409,Audi Q3 35 TDI Quattro Premium,"San Diego, CA",2017,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,25.71
410,Land Rover Range Rover 2.2L Pure,"San Antonio, TX",2014,95649,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,29.67
411,Mercedes-Benz New C-Class 220 CDI AT,"Phoenix, AZ",2013,35299,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,19.0
412,Mahindra Scorpio S10 4WD,"San Jose, CA",2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7.0,,13.05
